date,code,name,open,high,low,close,volume,value
2026-03-27,NVDA,NVDA,170,170.97,167.01,167.52,196212684,32869548823.68
2026-03-27,PLTR,PLTR,145.88,145.96,141.56,143.06,35790820,5120234709.2
2026-03-27,TSLA,TSLA,369.69,369.86,359.47,361.83,62065659,22457217395.969997
2026-03-30,AMD,AMD,204.95,208.43,192.865,196.04,41053298,8048088539.92
2026-03-30,AMZN,AMZN,201.48,203.8,199.98,200.95,46373797,9318814507.15
2026-03-30,AVGO,AVGO,300.87,304.77,289.96,293.41,28054452,8231456761.320001
2026-03-30,GOOGL,GOOGL,276.42,277.09,272.11,273.5,35141244,9611130234.0
2026-03-30,META,META,536.38,539.55,528.54,536.38,22795203,12226890985.14
2026-03-30,MSFT,MSFT,361.895,365.36,356.28,358.96,44797002,16080331837.919998
2026-03-30,MU,MU,362.66,362.81,318.4,321.8,73833238,23759535988.4
2026-03-30,NVDA,NVDA,168.78,169.45,164.27,165.17,185626992,30660010268.64
2026-03-30,PLTR,PLTR,143.27,144.12,136.3,137.55,41289824,5679415291.200001
2026-03-30,TSLA,TSLA,365.86,367.29,352.14,355.28,67954405,24142841008.399998
2026-03-31,AMD,AMD,198.05,204,196.41,203.43,42318748,8608902905.64
2026-03-31,AMZN,AMZN,204.845,210.28,204.14,208.27,58470078,12177563145.060001
2026-03-31,AVGO,AVGO,299.39,310.31,296.335,309.51,29289516,9065398097.16
2026-03-31,GOOGL,GOOGL,278.04,288.08,277.09,287.56,43875400,12616810024.0
2026-03-31,META,META,549.98,573.69,546.77,572.13,32898272,18822088359.36
2026-03-31,MSFT,MSFT,364.55,372.9,363.07,370.17,45244365,16748106592.050001
2026-03-31,MU,MU,321.67,337.84,311.49,337.84,73551844,24848754976.96
2026-03-31,NVDA,NVDA,166.97,174.62,166.96,174.4,226181301,39446018894.4
2026-03-31,PLTR,PLTR,140.02,147.86,138.97,146.28,45558573,6664308058.44
2026-03-31,TSLA,TSLA,361.51,373.33,361,371.75,75534934,28080111714.5
2026-04-01,AMD,AMD,207.585,213.83,205.84,210.21,40835794,8584092256.740001
2026-04-01,AMZN,AMZN,210.435,213.58,208.19,210.57,45955395,9676827525.15
2026-04-01,AVGO,AVGO,313.365,315.79,310.48,313.49,19171020,6009923059.8
2026-04-01,GOOGL,GOOGL,290.835,300.52,290.41,297.39,37684462,11206982154.18
2026-04-01,META,META,580.13,592.547,573.82,579.23,23608128,13674535981.44
2026-04-01,MSFT,MSFT,373.49,373.99,368.2,369.37,29417206,10865833380.22
2026-04-01,MU,MU,348.905,377.89,343,367.85,74429797,27379000826.45
2026-04-01,NVDA,NVDA,176,177.37,174.75,175.75,168132005,29549199878.75
2026-04-01,PLTR,PLTR,147,148.3,144.47,146.49,34170985,5005707592.650001
2026-04-01,TSLA,TSLA,378.63,383.14,374.08,381.26,58683752,22373767287.52
2026-04-02,AMD,AMD,204.05,217.78,200.62,217.5,38463484,8365807770.0
2026-04-02,AMZN,AMZN,206.54,212.213,204.9,209.77,31453039,6597903991.030001
2026-04-02,AVGO,AVGO,304.49,314.69,301.749,314.55,14021076,4410329455.8
